episode,score,mean_score,epsilon,loss
1,0,0.0000,0.9995,
2,0,0.0000,0.9990,
3,0,0.0000,0.9985,
4,0,0.0000,0.9980,1.079759
5,0,0.0000,0.9976,1.567781
6,0,0.0000,0.9971,0.577536
7,0,0.0000,0.9966,1.095513
8,0,0.0000,0.9961,1.268306
9,0,0.0000,0.9956,0.246920
10,0,0.0000,0.9951,0.805340
11,0,0.0000,0.9946,0.169345
