episode,score,mean_score,epsilon,loss
69,0,0.0000,0.9662,0.036261
70,0,0.0000,0.9657,0.036083
71,0,0.0000,0.9652,0.065717
72,0,0.0000,0.9647,0.090405
73,0,0.0000,0.9642,0.056154
74,0,0.0000,0.9637,0.066478
75,0,0.0000,0.9633,0.066537
76,0,0.0000,0.9628,0.074226
77,0,0.0000,0.9623,0.048357
78,0,0.0000,0.9618,0.048730
79,0,0.0000,0.9613,0.031544
80,0,0.0000,0.9608,0.035790
81,0,0.0000,0.9603,0.029281
82,0,0.0000,0.9598,0.043873
83,0,0.0000,0.9593,0.046096
84,0,0.0000,0.9588,0.031545
85,0,0.0000,0.9584,0.032675
86,0,0.0000,0.9579,0.026986
87,0,0.0000,0.9574,0.043884
88,0,0.0000,0.9569,0.035208
89,0,0.0000,0.9564,0.026366
90,0,0.0000,0.9559,0.031794
91,0,0.0000,0.9554,0.029243
92,0,0.0000,0.9549,0.024307
93,0,0.0000,0.9544,0.017460
94,0,0.0000,0.9539,0.021193
95,0,0.0000,0.9535,0.015189
96,0,0.0000,0.9530,0.021132
97,0,0.0000,0.9525,0.020113
98,0,0.0000,0.9520,0.021178
99,0,0.0000,0.9515,0.023167
100,0,0.0000,0.9510,0.050241
101,0,0.0000,0.9505,0.011177
102,0,0.0000,0.9500,0.015785
103,0,0.0000,0.9495,0.009589
104,0,0.0000,0.9490,0.011926
105,0,0.0000,0.9486,0.005471
106,0,0.0000,0.9481,0.007344
107,0,0.0000,0.9476,0.006192
108,0,0.0000,0.9471,0.010867
109,0,0.0000,0.9466,0.071494
110,0,0.0000,0.9461,0.010505
111,0,0.0000,0.9456,0.011277
112,0,0.0000,0.9451,0.006511
113,0,0.0000,0.9446,0.008740
114,0,0.0000,0.9441,0.004909
115,0,0.0000,0.9436,0.003928
116,0,0.0000,0.9432,0.003528
117,0,0.0000,0.9427,0.010942
118,0,0.0000,0.9422,0.008662
119,0,0.0000,0.9417,0.004794
120,0,0.0000,0.9412,0.004790
121,0,0.0000,0.9407,0.002689
122,0,0.0000,0.9402,0.005187
123,0,0.0000,0.9397,0.002802
124,0,0.0000,0.9392,0.008790
125,0,0.0000,0.9387,0.002644
126,0,0.0000,0.9383,0.002883
127,0,0.0000,0.9378,0.007817
128,0,0.0000,0.9373,0.005078
129,0,0.0000,0.9368,0.002989
130,0,0.0000,0.9363,0.001948
131,0,0.0000,0.9358,0.038167
132,0,0.0000,0.9353,0.003579
133,0,0.0000,0.9348,0.037699
134,0,0.0000,0.9343,0.004654
135,0,0.0000,0.9338,0.003475
136,0,0.0000,0.9334,0.005557
137,0,0.0000,0.9329,0.003236
138,0,0.0000,0.9324,0.003886
139,0,0.0000,0.9319,0.002763
140,0,0.0000,0.9314,0.022343
141,0,0.0000,0.9309,0.005378
142,0,0.0000,0.9304,0.002562
143,0,0.0000,0.9299,0.002820
144,0,0.0000,0.9294,0.002413
145,0,0.0000,0.9290,0.002117
146,0,0.0000,0.9285,0.003412
147,0,0.0000,0.9280,0.002628
148,0,0.0000,0.9275,0.021112
149,0,0.0000,0.9270,0.017927
150,0,0.0000,0.9265,0.002727
151,0,0.0000,0.9260,0.019817
152,0,0.0000,0.9255,0.003639
153,0,0.0000,0.9250,0.010112
154,0,0.0000,0.9245,0.005789
155,0,0.0000,0.9241,0.002128
156,0,0.0000,0.9236,0.003157
157,0,0.0000,0.9231,0.003666
158,0,0.0000,0.9226,0.002820
159,0,0.0000,0.9221,0.003725
160,0,0.0000,0.9216,0.002895
161,0,0.0000,0.9211,0.001969
162,0,0.0000,0.9206,0.002246
163,0,0.0000,0.9201,0.003116
164,0,0.0000,0.9196,0.003496
165,0,0.0000,0.9192,0.013955
166,0,0.0000,0.9187,0.040741
167,0,0.0000,0.9182,0.005718
168,0,0.0000,0.9177,0.002864
169,0,0.0000,0.9172,0.003657
170,0,0.0000,0.9167,0.003161
171,0,0.0000,0.9162,0.002298
172,0,0.0000,0.9157,0.007893
173,0,0.0000,0.9152,0.005341
174,0,0.0000,0.9147,0.003046
175,0,0.0000,0.9143,0.005274
176,0,0.0000,0.9138,0.002672
177,0,0.0000,0.9133,0.002517
178,0,0.0000,0.9128,0.003224
179,0,0.0000,0.9123,0.006792
180,0,0.0000,0.9118,0.021526
181,0,0.0000,0.9113,0.005570
182,0,0.0000,0.9108,0.004111
183,0,0.0000,0.9103,0.002416
184,0,0.0000,0.9098,0.002645
185,0,0.0000,0.9093,0.003109
186,0,0.0000,0.9089,0.003588
187,0,0.0000,0.9084,0.002476
188,0,0.0000,0.9079,0.003820
189,0,0.0000,0.9074,0.003306
190,0,0.0000,0.9069,0.002747
191,0,0.0000,0.9064,0.006034
192,0,0.0000,0.9059,0.013546
193,0,0.0000,0.9054,0.004889
194,0,0.0000,0.9049,0.002561
195,0,0.0000,0.9044,0.001849
196,0,0.0000,0.9040,0.002881
197,0,0.0000,0.9035,0.004800
198,0,0.0000,0.9030,0.001169
199,0,0.0000,0.9025,0.003053
200,0,0.0000,0.9020,0.002070
201,0,0.0000,0.9015,0.003708
202,0,0.0000,0.9010,0.005305
203,0,0.0000,0.9005,0.001944
204,0,0.0000,0.9000,0.001847
205,0,0.0000,0.8995,0.001678
206,0,0.0000,0.8991,0.006633
207,0,0.0000,0.8986,0.002600
208,0,0.0000,0.8981,0.002362
209,0,0.0000,0.8976,0.004009
210,0,0.0000,0.8971,0.003287
211,0,0.0000,0.8966,0.002679
212,0,0.0000,0.8961,0.001753
213,0,0.0000,0.8956,0.001796
214,0,0.0000,0.8951,0.001643
215,0,0.0000,0.8946,0.003402
216,0,0.0000,0.8942,0.006779
217,0,0.0000,0.8937,0.002460
218,0,0.0000,0.8932,0.001645
219,0,0.0000,0.8927,0.034085
220,0,0.0000,0.8922,0.002237
221,0,0.0000,0.8917,0.002016
222,0,0.0000,0.8912,0.001784
223,0,0.0000,0.8907,0.002150
224,0,0.0000,0.8902,0.003536
225,0,0.0000,0.8898,0.002369
226,0,0.0000,0.8893,0.001876
227,0,0.0000,0.8888,0.001855
228,0,0.0000,0.8883,0.001248
229,0,0.0000,0.8878,0.001820
230,0,0.0000,0.8873,0.002513
231,0,0.0000,0.8868,0.003054
232,0,0.0000,0.8863,0.045600
233,0,0.0000,0.8858,0.002043
234,0,0.0000,0.8853,0.002074
235,0,0.0000,0.8849,0.002087
236,0,0.0000,0.8844,0.001425
237,0,0.0000,0.8839,0.001487
238,0,0.0000,0.8834,0.003077
239,0,0.0000,0.8829,0.001386
240,0,0.0000,0.8824,0.004360
241,0,0.0000,0.8819,0.002288
242,0,0.0000,0.8814,0.001139
243,0,0.0000,0.8809,0.001279
244,0,0.0000,0.8804,0.001057
245,0,0.0000,0.8800,0.031180
246,0,0.0000,0.8795,0.003447
247,0,0.0000,0.8790,0.001736
248,0,0.0000,0.8785,0.005694
249,0,0.0000,0.8780,0.001770
250,0,0.0000,0.8775,0.002091
251,0,0.0000,0.8770,0.001526
252,0,0.0000,0.8765,0.001662
253,0,0.0000,0.8760,0.001010
254,0,0.0000,0.8755,0.003360
255,0,0.0000,0.8750,0.003029
256,0,0.0000,0.8746,0.001010
257,0,0.0000,0.8741,0.001298
258,0,0.0000,0.8736,0.014162
259,0,0.0000,0.8731,0.002265
260,0,0.0000,0.8726,0.002318
261,0,0.0000,0.8721,0.001995
262,0,0.0000,0.8716,0.008823
263,0,0.0000,0.8711,0.002634
264,0,0.0000,0.8706,0.002116
265,0,0.0000,0.8701,0.004927
266,0,0.0000,0.8697,0.002159
267,0,0.0000,0.8692,0.001300
268,0,0.0000,0.8687,0.001196
269,0,0.0000,0.8682,0.001268
270,0,0.0000,0.8677,0.004648
271,0,0.0000,0.8672,0.001889
272,0,0.0000,0.8667,0.003960
273,0,0.0000,0.8662,0.002500
274,0,0.0000,0.8657,0.001308
275,0,0.0000,0.8652,0.002656
276,0,0.0000,0.8648,0.002442
277,0,0.0000,0.8643,0.001112
278,0,0.0000,0.8638,0.006435
279,0,0.0000,0.8633,0.008577
280,0,0.0000,0.8628,0.002280
281,0,0.0000,0.8623,0.003114
282,0,0.0000,0.8618,0.002196
283,0,0.0000,0.8613,0.001049
284,0,0.0000,0.8608,0.006114
285,0,0.0000,0.8603,0.005630
286,0,0.0000,0.8599,0.003631
287,0,0.0000,0.8594,0.001016
288,0,0.0000,0.8589,0.004610
289,0,0.0000,0.8584,0.003893
290,0,0.0000,0.8579,0.006601
291,0,0.0000,0.8574,0.001601
292,0,0.0000,0.8569,0.011826
293,0,0.0000,0.8564,0.002748
294,0,0.0000,0.8559,0.001902
295,0,0.0000,0.8555,0.003247
296,0,0.0000,0.8550,0.006773
297,0,0.0000,0.8545,0.001398
298,0,0.0000,0.8540,0.010153
299,0,0.0000,0.8535,0.005300
300,0,0.0000,0.8530,0.003519
301,0,0.0000,0.8525,0.006910
302,0,0.0000,0.8520,0.003154
303,0,0.0000,0.8515,0.002272
304,0,0.0000,0.8510,0.002654
305,0,0.0000,0.8506,0.000833
306,0,0.0000,0.8501,0.003190
307,0,0.0000,0.8496,0.001705
308,0,0.0000,0.8491,0.003137
309,0,0.0000,0.8486,0.006519
310,0,0.0000,0.8481,0.001352
311,0,0.0000,0.8476,0.022542
312,0,0.0000,0.8471,0.005914
313,0,0.0000,0.8466,0.001550
314,0,0.0000,0.8461,0.001312
315,0,0.0000,0.8457,0.001876
316,0,0.0000,0.8452,0.001500
317,0,0.0000,0.8447,0.001404
318,0,0.0000,0.8442,0.001251
319,0,0.0000,0.8437,0.002026
320,0,0.0000,0.8432,0.000982
321,0,0.0000,0.8427,0.004446
322,0,0.0000,0.8422,0.002668
323,0,0.0000,0.8417,0.001990
324,0,0.0000,0.8412,0.032512
325,0,0.0000,0.8407,0.002412
326,0,0.0000,0.8403,0.007936
327,0,0.0000,0.8398,0.002189
328,0,0.0000,0.8393,0.001977
329,0,0.0000,0.8388,0.001584
330,0,0.0000,0.8383,0.004608
331,0,0.0000,0.8378,0.004697
332,0,0.0000,0.8373,0.004376
333,0,0.0000,0.8368,0.001815
334,0,0.0000,0.8363,0.003088
335,0,0.0000,0.8358,0.001954
336,0,0.0000,0.8354,0.006603
337,0,0.0000,0.8349,0.020715
338,0,0.0000,0.8344,0.003852
339,0,0.0000,0.8339,0.002584
340,0,0.0000,0.8334,0.003121
341,0,0.0000,0.8329,0.001481
342,0,0.0000,0.8324,0.001616
343,0,0.0000,0.8319,0.000849
344,0,0.0000,0.8314,0.001468
345,0,0.0000,0.8310,0.003798
346,0,0.0000,0.8305,0.001078
347,0,0.0000,0.8300,0.001795
348,0,0.0000,0.8295,0.002281
349,0,0.0000,0.8290,0.001249
350,0,0.0000,0.8285,0.002137
351,0,0.0000,0.8280,0.003124
352,0,0.0000,0.8275,0.002407
353,0,0.0000,0.8270,0.001170
354,0,0.0000,0.8265,0.002172
355,0,0.0000,0.8260,0.001156
356,0,0.0000,0.8256,0.001967
357,0,0.0000,0.8251,0.002520
358,0,0.0000,0.8246,0.001063
359,0,0.0000,0.8241,0.001130
360,0,0.0000,0.8236,0.001444
361,0,0.0000,0.8231,0.001635
362,0,0.0000,0.8226,0.001436
363,0,0.0000,0.8221,0.011938
364,0,0.0000,0.8216,0.003167
365,0,0.0000,0.8212,0.001434
366,0,0.0000,0.8207,0.001810
367,0,0.0000,0.8202,0.001801
368,0,0.0000,0.8197,0.001867
369,0,0.0000,0.8192,0.001408
370,0,0.0000,0.8187,0.001660
371,0,0.0000,0.8182,0.000732
372,0,0.0000,0.8177,0.001356
373,0,0.0000,0.8172,0.001156
374,0,0.0000,0.8167,0.002052
375,0,0.0000,0.8163,0.001382
376,0,0.0000,0.8158,0.001347
377,0,0.0000,0.8153,0.003088
378,0,0.0000,0.8148,0.001751
379,0,0.0000,0.8143,0.001729
380,0,0.0000,0.8138,0.001228
381,0,0.0000,0.8133,0.001479
382,0,0.0000,0.8128,0.000797
383,0,0.0000,0.8123,0.000876
384,0,0.0000,0.8118,0.001220
385,0,0.0000,0.8114,0.000928
386,0,0.0000,0.8109,0.000930
387,0,0.0000,0.8104,0.001091
388,0,0.0000,0.8099,0.001415
389,0,0.0000,0.8094,0.008254
390,0,0.0000,0.8089,0.002543
391,0,0.0000,0.8084,0.001563
392,0,0.0000,0.8079,0.001918
393,0,0.0000,0.8074,0.001465
394,0,0.0000,0.8069,0.005188
395,0,0.0000,0.8065,0.002134
396,0,0.0000,0.8060,0.002615
397,0,0.0000,0.8055,0.001709
398,0,0.0000,0.8050,0.002720
399,0,0.0000,0.8045,0.002412
400,0,0.0000,0.8040,0.001775
401,0,0.0000,0.8035,0.001473
402,0,0.0000,0.8030,0.002281
403,0,0.0000,0.8025,0.002966
404,0,0.0000,0.8020,0.001582
405,0,0.0000,0.8015,0.001433
406,0,0.0000,0.8011,0.002296
407,0,0.0000,0.8006,0.001346
408,0,0.0000,0.8001,0.001284
409,0,0.0000,0.7996,0.001043
410,0,0.0000,0.7991,0.001779
411,0,0.0000,0.7986,0.002258
412,0,0.0000,0.7981,0.001584
413,0,0.0000,0.7976,0.002418
414,0,0.0000,0.7971,0.001142
415,0,0.0000,0.7967,0.001933
416,0,0.0000,0.7962,0.005220
417,0,0.0000,0.7957,0.001168
418,0,0.0000,0.7952,0.002169
419,0,0.0000,0.7947,0.004363
420,0,0.0000,0.7942,0.001237
421,0,0.0000,0.7937,0.001834
422,0,0.0000,0.7932,0.002009
423,0,0.0000,0.7927,0.006536
424,0,0.0000,0.7922,0.002661
425,0,0.0000,0.7917,0.001069
426,0,0.0000,0.7913,0.002480
427,0,0.0000,0.7908,0.002251
428,0,0.0000,0.7903,0.001000
429,0,0.0000,0.7898,0.003699
430,0,0.0000,0.7893,0.002020
431,0,0.0000,0.7888,0.002064
432,0,0.0000,0.7883,0.001138
433,0,0.0000,0.7878,0.001595
434,0,0.0000,0.7873,0.001494
435,0,0.0000,0.7869,0.001479
436,0,0.0000,0.7864,0.001328
437,0,0.0000,0.7859,0.001569
438,0,0.0000,0.7854,0.000841
439,0,0.0000,0.7849,0.000773
440,0,0.0000,0.7844,0.000750
441,0,0.0000,0.7839,0.001214
442,0,0.0000,0.7834,0.010795
443,0,0.0000,0.7829,0.001719
444,0,0.0000,0.7824,0.001404
445,0,0.0000,0.7820,0.001639
446,0,0.0000,0.7815,0.001314
447,0,0.0000,0.7810,0.001250
448,0,0.0000,0.7805,0.001140
449,0,0.0000,0.7800,0.002333
450,0,0.0000,0.7795,0.014763
451,0,0.0000,0.7790,0.002402
452,0,0.0000,0.7785,0.001356
453,0,0.0000,0.7780,0.001420
454,0,0.0000,0.7775,0.000910
455,0,0.0000,0.7771,0.003982
456,0,0.0000,0.7766,0.002492
457,0,0.0000,0.7761,0.001051
458,0,0.0000,0.7756,0.001455
459,0,0.0000,0.7751,0.002664
460,0,0.0000,0.7746,0.000970
461,0,0.0000,0.7741,0.001095
462,0,0.0000,0.7736,0.001382
463,0,0.0000,0.7731,0.001418
464,0,0.0000,0.7726,0.000906
465,0,0.0000,0.7722,0.001045
466,0,0.0000,0.7717,0.001455
467,0,0.0000,0.7712,0.006428
468,0,0.0000,0.7707,0.002897
469,0,0.0000,0.7702,0.001965
470,0,0.0000,0.7697,0.001477
471,0,0.0000,0.7692,0.001555
472,0,0.0000,0.7687,0.002565
473,0,0.0000,0.7682,0.001619
474,0,0.0000,0.7677,0.002577
475,0,0.0000,0.7672,0.001122
476,0,0.0000,0.7668,0.002866
477,0,0.0000,0.7663,0.001739
478,0,0.0000,0.7658,0.001234
479,0,0.0000,0.7653,0.005470
480,0,0.0000,0.7648,0.002101
481,0,0.0000,0.7643,0.001568
482,0,0.0000,0.7638,0.001241
483,0,0.0000,0.7633,0.002259
484,0,0.0000,0.7628,0.001748
485,0,0.0000,0.7623,0.002946
486,0,0.0000,0.7619,0.001093
487,0,0.0000,0.7614,0.002019
488,0,0.0000,0.7609,0.003540
489,0,0.0000,0.7604,0.002145
490,0,0.0000,0.7599,0.001372
491,0,0.0000,0.7594,0.001530
492,0,0.0000,0.7589,0.013651
493,0,0.0000,0.7584,0.002724
