episode,score,mean_score,epsilon,loss
69,0,0.0000,0.9662,0.095534
70,0,0.0000,0.9657,0.153560
71,0,0.0000,0.9652,0.189789
72,0,0.0000,0.9647,0.082857
73,0,0.0000,0.9642,0.103718
74,0,0.0000,0.9637,0.134069
75,0,0.0000,0.9633,0.188115
76,0,0.0000,0.9628,0.208976
77,0,0.0000,0.9623,0.089831
78,0,0.0000,0.9618,0.102952
79,0,0.0000,0.9613,0.093615
80,0,0.0000,0.9608,0.125593
81,0,0.0000,0.9603,0.076581
82,0,0.0000,0.9598,0.136439
83,0,0.0000,0.9593,0.188726
84,0,0.0000,0.9588,0.098747
85,0,0.0000,0.9584,0.119489
86,0,0.0000,0.9579,0.121836
87,0,0.0000,0.9574,0.098100
88,0,0.0000,0.9569,0.083417
89,0,0.0000,0.9564,0.089942
90,0,0.0000,0.9559,0.163023
91,0,0.0000,0.9554,0.091010
92,0,0.0000,0.9549,0.060437
93,0,0.0000,0.9544,0.127904
94,0,0.0000,0.9539,0.122941
95,0,0.0000,0.9535,0.096264
96,0,0.0000,0.9530,0.104296
97,0,0.0000,0.9525,0.069129
98,0,0.0000,0.9520,0.070110
99,0,0.0000,0.9515,0.078548
100,0,0.0000,0.9510,0.108943
101,0,0.0000,0.9505,0.086636
102,0,0.0000,0.9500,0.094448
103,0,0.0000,0.9495,0.074048
104,0,0.0000,0.9490,0.053009
105,0,0.0000,0.9486,0.082289
106,0,0.0000,0.9481,0.041417
107,0,0.0000,0.9476,0.037808
108,0,0.0000,0.9471,0.036674
109,0,0.0000,0.9466,0.062152
110,0,0.0000,0.9461,0.041958
111,0,0.0000,0.9456,0.082723
112,0,0.0000,0.9451,0.070544
113,0,0.0000,0.9446,0.041389
114,0,0.0000,0.9441,0.033877
115,0,0.0000,0.9436,0.028616
116,0,0.0000,0.9432,0.027772
117,0,0.0000,0.9427,0.031120
118,0,0.0000,0.9422,0.026918
119,0,0.0000,0.9417,0.038294
120,0,0.0000,0.9412,0.037409
121,0,0.0000,0.9407,0.035362
122,0,0.0000,0.9402,0.014277
123,0,0.0000,0.9397,0.019645
124,0,0.0000,0.9392,0.025515
125,0,0.0000,0.9387,0.012253
126,0,0.0000,0.9383,0.019016
127,0,0.0000,0.9378,0.019006
128,0,0.0000,0.9373,0.020793
129,0,0.0000,0.9368,0.012932
130,0,0.0000,0.9363,0.029676
131,0,0.0000,0.9358,0.035799
132,0,0.0000,0.9353,0.023096
133,0,0.0000,0.9348,0.031143
134,0,0.0000,0.9343,0.013632
135,0,0.0000,0.9338,0.012434
136,0,0.0000,0.9334,0.013494
137,0,0.0000,0.9329,0.014296
138,0,0.0000,0.9324,0.023230
139,0,0.0000,0.9319,0.015451
140,0,0.0000,0.9314,0.013779
141,0,0.0000,0.9309,0.015933
142,0,0.0000,0.9304,0.015480
143,0,0.0000,0.9299,0.022750
144,0,0.0000,0.9294,0.014800
145,0,0.0000,0.9290,0.016214
146,0,0.0000,0.9285,0.019519
147,0,0.0000,0.9280,0.011670
148,0,0.0000,0.9275,0.012137
149,0,0.0000,0.9270,0.011644
150,0,0.0000,0.9265,0.010916
151,0,0.0000,0.9260,0.006921
152,0,0.0000,0.9255,0.005616
153,0,0.0000,0.9250,0.010906
154,0,0.0000,0.9245,0.123478
155,0,0.0000,0.9241,0.015107
156,0,0.0000,0.9236,0.019267
157,0,0.0000,0.9231,0.004429
158,0,0.0000,0.9226,0.010374
159,0,0.0000,0.9221,0.011107
160,0,0.0000,0.9216,0.012710
161,0,0.0000,0.9211,0.004533
162,0,0.0000,0.9206,0.013832
163,0,0.0000,0.9201,0.010036
164,0,0.0000,0.9196,0.009582
165,0,0.0000,0.9192,0.005725
166,0,0.0000,0.9187,0.005537
167,0,0.0000,0.9182,0.006490
168,0,0.0000,0.9177,0.018079
169,0,0.0000,0.9172,0.008852
170,0,0.0000,0.9167,0.007956
171,0,0.0000,0.9162,0.004776
172,0,0.0000,0.9157,0.007350
173,0,0.0000,0.9152,0.007394
174,0,0.0000,0.9147,0.006009
175,0,0.0000,0.9143,0.006560
176,0,0.0000,0.9138,0.021325
177,0,0.0000,0.9133,0.004839
178,0,0.0000,0.9128,0.005367
179,0,0.0000,0.9123,0.007978
180,0,0.0000,0.9118,0.008540
181,0,0.0000,0.9113,0.007469
182,0,0.0000,0.9108,0.005745
183,0,0.0000,0.9103,0.009022
184,0,0.0000,0.9098,0.003302
185,0,0.0000,0.9093,0.007519
186,0,0.0000,0.9089,0.004288
187,0,0.0000,0.9084,0.006098
188,0,0.0000,0.9079,0.013618
189,0,0.0000,0.9074,0.008772
190,0,0.0000,0.9069,0.004002
191,0,0.0000,0.9064,0.005239
192,0,0.0000,0.9059,0.007615
193,0,0.0000,0.9054,0.007348
194,0,0.0000,0.9049,0.009492
195,0,0.0000,0.9044,0.007030
196,0,0.0000,0.9040,0.008796
197,0,0.0000,0.9035,0.007130
198,0,0.0000,0.9030,0.002980
199,0,0.0000,0.9025,0.003463
200,0,0.0000,0.9020,0.007438
201,0,0.0000,0.9015,0.003455
202,0,0.0000,0.9010,0.006749
203,0,0.0000,0.9005,0.007137
204,0,0.0000,0.9000,0.002234
205,0,0.0000,0.8995,0.005843
206,0,0.0000,0.8991,0.003648
207,0,0.0000,0.8986,0.009885
208,0,0.0000,0.8981,0.013055
209,0,0.0000,0.8976,0.005915
210,0,0.0000,0.8971,0.002737
211,0,0.0000,0.8966,0.002312
212,0,0.0000,0.8961,0.005264
213,0,0.0000,0.8956,0.006277
214,0,0.0000,0.8951,0.005846
215,0,0.0000,0.8946,0.005136
216,0,0.0000,0.8942,0.006409
217,0,0.0000,0.8937,0.004113
218,0,0.0000,0.8932,0.110303
219,0,0.0000,0.8927,0.052338
220,0,0.0000,0.8922,0.003971
221,0,0.0000,0.8917,0.006472
222,0,0.0000,0.8912,0.004182
223,0,0.0000,0.8907,0.002632
224,0,0.0000,0.8902,0.001692
225,0,0.0000,0.8898,0.005592
226,0,0.0000,0.8893,0.007948
227,0,0.0000,0.8888,0.005052
228,0,0.0000,0.8883,0.005333
229,0,0.0000,0.8878,0.004551
230,0,0.0000,0.8873,0.003178
231,0,0.0000,0.8868,0.004843
232,0,0.0000,0.8863,0.004757
233,0,0.0000,0.8858,0.007694
234,0,0.0000,0.8853,0.004745
235,0,0.0000,0.8849,0.003104
236,0,0.0000,0.8844,0.004197
237,0,0.0000,0.8839,0.004908
238,0,0.0000,0.8834,0.003934
239,0,0.0000,0.8829,0.057302
240,0,0.0000,0.8824,0.005159
241,0,0.0000,0.8819,0.005966
242,0,0.0000,0.8814,0.002696
243,0,0.0000,0.8809,0.005213
244,0,0.0000,0.8804,0.005745
245,0,0.0000,0.8800,0.003003
246,0,0.0000,0.8795,0.004732
247,0,0.0000,0.8790,0.003960
248,0,0.0000,0.8785,0.002603
249,0,0.0000,0.8780,0.006132
250,0,0.0000,0.8775,0.002408
251,0,0.0000,0.8770,0.003282
252,0,0.0000,0.8765,0.004142
253,0,0.0000,0.8760,0.002937
254,0,0.0000,0.8755,0.003796
255,0,0.0000,0.8750,0.003902
256,0,0.0000,0.8746,0.001715
257,0,0.0000,0.8741,0.002434
258,0,0.0000,0.8736,0.002541
259,0,0.0000,0.8731,0.002307
260,0,0.0000,0.8726,0.183967
261,0,0.0000,0.8721,0.064158
262,0,0.0000,0.8716,0.002794
263,0,0.0000,0.8711,0.006017
264,0,0.0000,0.8706,0.004313
265,0,0.0000,0.8701,0.003656
266,0,0.0000,0.8697,0.005707
267,0,0.0000,0.8692,0.002808
268,0,0.0000,0.8687,0.003281
269,0,0.0000,0.8682,0.003790
270,0,0.0000,0.8677,0.004620
271,0,0.0000,0.8672,0.002569
272,0,0.0000,0.8667,0.002477
273,0,0.0000,0.8662,0.003515
274,0,0.0000,0.8657,0.003214
275,0,0.0000,0.8652,0.002462
276,0,0.0000,0.8648,0.007389
277,0,0.0000,0.8643,0.003754
278,0,0.0000,0.8638,0.007673
279,0,0.0000,0.8633,0.003446
280,0,0.0000,0.8628,0.003433
281,0,0.0000,0.8623,0.210840
282,0,0.0000,0.8618,0.005547
283,0,0.0000,0.8613,0.002701
284,0,0.0000,0.8608,0.002729
285,0,0.0000,0.8603,0.003960
286,0,0.0000,0.8599,0.074539
287,0,0.0000,0.8594,0.002819
288,0,0.0000,0.8589,0.003292
289,0,0.0000,0.8584,0.004839
290,0,0.0000,0.8579,0.003498
291,0,0.0000,0.8574,0.003489
292,0,0.0000,0.8569,0.001945
293,0,0.0000,0.8564,0.004720
294,0,0.0000,0.8559,0.002064
295,0,0.0000,0.8555,0.004818
296,0,0.0000,0.8550,0.002333
297,0,0.0000,0.8545,0.004631
298,0,0.0000,0.8540,0.003764
299,0,0.0000,0.8535,0.004002
300,0,0.0000,0.8530,0.003018
301,0,0.0000,0.8525,0.005949
302,0,0.0000,0.8520,0.050882
303,0,0.0000,0.8515,0.005270
304,0,0.0000,0.8510,0.004369
305,0,0.0000,0.8506,0.001941
306,0,0.0000,0.8501,0.003781
307,0,0.0000,0.8496,0.012591
308,0,0.0000,0.8491,0.006560
309,0,0.0000,0.8486,0.002611
310,0,0.0000,0.8481,0.004038
311,0,0.0000,0.8476,0.003499
312,0,0.0000,0.8471,0.006589
313,0,0.0000,0.8466,0.003429
314,0,0.0000,0.8461,0.003814
315,0,0.0000,0.8457,0.003425
316,0,0.0000,0.8452,0.002839
317,0,0.0000,0.8447,0.002417
318,0,0.0000,0.8442,0.002457
319,0,0.0000,0.8437,0.003053
320,0,0.0000,0.8432,0.003056
321,0,0.0000,0.8427,0.002771
322,0,0.0000,0.8422,0.003280
323,0,0.0000,0.8417,0.013704
324,0,0.0000,0.8412,0.007357
325,0,0.0000,0.8407,0.003700
326,0,0.0000,0.8403,0.006881
327,0,0.0000,0.8398,0.007110
328,0,0.0000,0.8393,0.003719
329,0,0.0000,0.8388,0.007597
330,0,0.0000,0.8383,0.006030
331,0,0.0000,0.8378,0.005590
332,0,0.0000,0.8373,0.005075
333,0,0.0000,0.8368,0.002758
334,0,0.0000,0.8363,0.004232
335,0,0.0000,0.8358,0.004494
336,0,0.0000,0.8354,0.003557
337,0,0.0000,0.8349,0.001866
338,0,0.0000,0.8344,0.007750
339,0,0.0000,0.8339,0.003849
340,0,0.0000,0.8334,0.005777
341,0,0.0000,0.8329,0.004435
342,0,0.0000,0.8324,0.003308
343,0,0.0000,0.8319,0.005455
344,0,0.0000,0.8314,0.022370
345,0,0.0000,0.8310,0.007436
346,0,0.0000,0.8305,0.003216
347,0,0.0000,0.8300,0.004959
348,0,0.0000,0.8295,0.009049
349,0,0.0000,0.8290,0.010775
350,0,0.0000,0.8285,0.003616
351,0,0.0000,0.8280,0.003663
352,0,0.0000,0.8275,0.121069
353,0,0.0000,0.8270,0.005657
354,0,0.0000,0.8265,0.002807
355,0,0.0000,0.8260,0.002850
356,0,0.0000,0.8256,0.005292
357,0,0.0000,0.8251,0.009422
358,0,0.0000,0.8246,0.003178
359,0,0.0000,0.8241,0.004784
360,0,0.0000,0.8236,0.004781
361,0,0.0000,0.8231,0.003964
362,0,0.0000,0.8226,0.003965
363,0,0.0000,0.8221,0.003128
364,0,0.0000,0.8216,0.002756
365,0,0.0000,0.8212,0.106378
366,0,0.0000,0.8207,0.006580
367,0,0.0000,0.8202,0.004022
368,0,0.0000,0.8197,0.004969
369,0,0.0000,0.8192,0.003243
370,0,0.0000,0.8187,0.135007
371,0,0.0000,0.8182,0.003909
372,0,0.0000,0.8177,0.004300
373,0,0.0000,0.8172,0.004398
374,0,0.0000,0.8167,0.006476
375,0,0.0000,0.8163,0.004818
376,0,0.0000,0.8158,0.003300
377,0,0.0000,0.8153,0.002204
378,0,0.0000,0.8148,0.006550
379,0,0.0000,0.8143,0.004921
380,0,0.0000,0.8138,0.005686
381,0,0.0000,0.8133,0.004832
382,0,0.0000,0.8128,0.004496
383,0,0.0000,0.8123,0.008020
384,0,0.0000,0.8118,0.007144
385,0,0.0000,0.8114,0.003935
386,0,0.0000,0.8109,0.024408
387,0,0.0000,0.8104,0.003864
388,0,0.0000,0.8099,0.005990
389,0,0.0000,0.8094,0.003335
390,0,0.0000,0.8089,0.004594
391,0,0.0000,0.8084,0.003351
392,0,0.0000,0.8079,0.003304
393,0,0.0000,0.8074,0.006841
394,0,0.0000,0.8069,0.002349
395,0,0.0000,0.8065,0.011803
396,0,0.0000,0.8060,0.002529
397,0,0.0000,0.8055,0.005977
398,0,0.0000,0.8050,0.004286
399,0,0.0000,0.8045,0.006872
400,0,0.0000,0.8040,0.005128
401,0,0.0000,0.8035,0.010400
402,0,0.0000,0.8030,0.001865
403,0,0.0000,0.8025,0.004547
404,0,0.0000,0.8020,0.003665
405,0,0.0000,0.8015,0.007471
406,0,0.0000,0.8011,0.005651
407,0,0.0000,0.8006,0.040734
408,0,0.0000,0.8001,0.004279
409,0,0.0000,0.7996,0.010274
410,0,0.0000,0.7991,0.008311
411,0,0.0000,0.7986,0.002788
412,0,0.0000,0.7981,0.003939
413,0,0.0000,0.7976,0.171817
414,0,0.0000,0.7971,0.002084
415,0,0.0000,0.7967,0.005365
416,0,0.0000,0.7962,0.003282
417,0,0.0000,0.7957,0.003950
418,0,0.0000,0.7952,0.009013
419,0,0.0000,0.7947,0.005626
420,0,0.0000,0.7942,0.003888
421,0,0.0000,0.7937,0.004840
422,0,0.0000,0.7932,0.005972
423,0,0.0000,0.7927,0.002194
424,0,0.0000,0.7922,0.004516
425,0,0.0000,0.7917,0.003734
426,0,0.0000,0.7913,0.002448
427,0,0.0000,0.7908,0.003780
428,0,0.0000,0.7903,0.009552
429,0,0.0000,0.7898,0.004844
430,0,0.0000,0.7893,0.004021
431,0,0.0000,0.7888,0.003348
432,0,0.0000,0.7883,0.002920
433,0,0.0000,0.7878,0.004715
434,0,0.0000,0.7873,0.005115
435,0,0.0000,0.7869,0.002582
436,0,0.0000,0.7864,0.012433
437,0,0.0000,0.7859,0.004098
438,0,0.0000,0.7854,0.002455
439,0,0.0000,0.7849,0.010242
440,0,0.0000,0.7844,0.003686
441,0,0.0000,0.7839,0.002666
442,0,0.0000,0.7834,0.001727
443,0,0.0000,0.7829,0.003600
444,0,0.0000,0.7824,0.003296
445,0,0.0000,0.7820,0.009733
446,0,0.0000,0.7815,0.006365
447,0,0.0000,0.7810,0.005010
448,0,0.0000,0.7805,0.063125
449,0,0.0000,0.7800,0.005234
450,0,0.0000,0.7795,0.002720
451,0,0.0000,0.7790,0.003663
452,0,0.0000,0.7785,0.003552
453,0,0.0000,0.7780,0.013189
454,0,0.0000,0.7775,0.004289
455,0,0.0000,0.7771,0.005603
456,0,0.0000,0.7766,0.003085
457,0,0.0000,0.7761,0.002302
458,0,0.0000,0.7756,0.008595
459,0,0.0000,0.7751,0.005212
460,0,0.0000,0.7746,0.014992
461,0,0.0000,0.7741,0.003994
462,0,0.0000,0.7736,0.003197
463,0,0.0000,0.7731,0.005208
464,0,0.0000,0.7726,0.009041
465,0,0.0000,0.7722,0.003566
466,0,0.0000,0.7717,0.006340
467,0,0.0000,0.7712,0.005985
468,0,0.0000,0.7707,0.006735
469,0,0.0000,0.7702,0.019504
470,0,0.0000,0.7697,0.009909
471,0,0.0000,0.7692,0.010559
472,0,0.0000,0.7687,0.004343
473,0,0.0000,0.7682,0.010772
474,0,0.0000,0.7677,0.003460
475,0,0.0000,0.7672,0.010672
476,0,0.0000,0.7668,0.010440
477,0,0.0000,0.7663,0.002927
478,0,0.0000,0.7658,0.003830
479,0,0.0000,0.7653,0.003691
480,0,0.0000,0.7648,0.008531
481,0,0.0000,0.7643,0.007651
482,0,0.0000,0.7638,0.003043
483,0,0.0000,0.7633,0.003944
484,0,0.0000,0.7628,0.004667
485,0,0.0000,0.7623,0.233814
486,0,0.0000,0.7619,0.006580
487,0,0.0000,0.7614,0.004920
488,0,0.0000,0.7609,0.004337
489,0,0.0000,0.7604,0.060037
490,0,0.0000,0.7599,0.004886
491,0,0.0000,0.7594,0.003451
492,0,0.0000,0.7589,0.002104
493,0,0.0000,0.7584,0.021655
494,0,0.0000,0.7579,0.007158
495,0,0.0000,0.7574,0.003219
496,0,0.0000,0.7570,0.005349
497,0,0.0000,0.7565,0.002756
498,0,0.0000,0.7560,0.005513
499,0,0.0000,0.7555,0.009095
500,0,0.0000,0.7550,0.010633
501,0,0.0000,0.7545,0.007023
502,0,0.0000,0.7540,0.003434
503,0,0.0000,0.7535,0.003027
504,0,0.0000,0.7530,0.008919
505,0,0.0000,0.7526,0.007803
506,0,0.0000,0.7521,0.005475
507,0,0.0000,0.7516,0.007303
508,0,0.0000,0.7511,0.009560
509,0,0.0000,0.7506,0.002895
510,0,0.0000,0.7501,0.031603
511,0,0.0000,0.7496,0.012374
512,0,0.0000,0.7491,0.005076
513,0,0.0000,0.7486,0.003486
514,0,0.0000,0.7481,0.008759
515,0,0.0000,0.7476,0.019509
516,0,0.0000,0.7472,0.003455
517,0,0.0000,0.7467,0.008903
518,0,0.0000,0.7462,0.004166
519,0,0.0000,0.7457,0.008207
520,0,0.0000,0.7452,0.005141
521,0,0.0000,0.7447,0.003447
522,0,0.0000,0.7442,0.016519
523,0,0.0000,0.7437,0.007887
524,0,0.0000,0.7432,0.014430
525,0,0.0000,0.7428,0.004996
526,0,0.0000,0.7423,0.008091
527,0,0.0000,0.7418,0.010490
528,0,0.0000,0.7413,0.026535
529,0,0.0000,0.7408,0.004272
530,0,0.0000,0.7403,0.104496
531,0,0.0000,0.7398,0.010217
532,0,0.0000,0.7393,0.008904
533,0,0.0000,0.7388,0.012126
534,0,0.0000,0.7383,0.003203
535,0,0.0000,0.7379,0.010916
536,0,0.0000,0.7374,0.003194
537,0,0.0000,0.7369,0.005405
538,0,0.0000,0.7364,0.015878
539,0,0.0000,0.7359,0.005871
540,0,0.0000,0.7354,0.006867
541,0,0.0000,0.7349,0.005304
542,0,0.0000,0.7344,0.003357
543,0,0.0000,0.7339,0.002528
544,0,0.0000,0.7334,0.004369
545,0,0.0000,0.7329,0.007708
546,0,0.0000,0.7325,0.010645
547,0,0.0000,0.7320,0.009472
548,0,0.0000,0.7315,0.003918
549,0,0.0000,0.7310,0.004718
550,0,0.0000,0.7305,0.002221
551,0,0.0000,0.7300,0.021490
552,0,0.0000,0.7295,0.006120
553,0,0.0000,0.7290,0.007619
554,0,0.0000,0.7285,0.004186
555,0,0.0000,0.7280,0.354080
556,0,0.0000,0.7276,0.014381
557,0,0.0000,0.7271,0.003305
558,0,0.0000,0.7266,0.018867
559,0,0.0000,0.7261,0.013299
560,0,0.0000,0.7256,0.021890
561,0,0.0000,0.7251,0.010211
562,0,0.0000,0.7246,0.013158
563,0,0.0000,0.7241,0.004488
564,0,0.0000,0.7236,0.004523
565,0,0.0000,0.7231,0.013315
566,0,0.0000,0.7227,0.008029
567,0,0.0000,0.7222,0.003081
568,0,0.0000,0.7217,0.006331
569,0,0.0000,0.7212,0.006295
570,0,0.0000,0.7207,0.009257
571,0,0.0000,0.7202,0.008559
572,0,0.0000,0.7197,0.015122
573,0,0.0000,0.7192,0.003470
574,0,0.0000,0.7187,0.005773
575,0,0.0000,0.7183,0.006184
576,0,0.0000,0.7178,0.009707
577,0,0.0000,0.7173,0.004071
578,0,0.0000,0.7168,0.011088
579,0,0.0000,0.7163,0.005556
580,0,0.0000,0.7158,0.013640
581,0,0.0000,0.7153,0.013772
582,0,0.0000,0.7148,0.010195
583,0,0.0000,0.7143,0.005545
584,0,0.0000,0.7138,0.007272
585,0,0.0000,0.7134,0.007027
586,0,0.0000,0.7129,0.004328
587,0,0.0000,0.7124,0.003933
588,0,0.0000,0.7119,0.004054
589,0,0.0000,0.7114,0.013956
590,0,0.0000,0.7109,0.002422
591,0,0.0000,0.7104,0.004509
592,0,0.0000,0.7099,0.019226
593,0,0.0000,0.7094,0.003369
594,0,0.0000,0.7089,0.425170
595,0,0.0000,0.7085,0.004976
596,0,0.0000,0.7080,0.012291
597,0,0.0000,0.7075,0.006203
598,0,0.0000,0.7070,0.015666
599,0,0.0000,0.7065,0.012014
600,0,0.0000,0.7060,0.005230
601,0,0.0000,0.7055,0.008865
602,0,0.0000,0.7050,0.004954
603,0,0.0000,0.7045,0.004232
604,0,0.0000,0.7040,0.004050
605,0,0.0000,0.7036,0.002082
606,0,0.0000,0.7031,0.005709
607,0,0.0000,0.7026,0.010952
608,0,0.0000,0.7021,0.417438
609,0,0.0000,0.7016,0.417785
610,0,0.0000,0.7011,0.004007
611,0,0.0000,0.7006,0.006006
612,0,0.0000,0.7001,0.074303
613,0,0.0000,0.6996,0.004985
614,0,0.0000,0.6991,0.004012
615,0,0.0000,0.6986,0.007504
616,0,0.0000,0.6982,0.016414
617,0,0.0000,0.6977,0.006479
618,0,0.0000,0.6972,0.003052
619,0,0.0000,0.6967,0.009342
620,0,0.0000,0.6962,0.007633
621,0,0.0000,0.6957,0.005954
622,0,0.0000,0.6952,0.004508
623,0,0.0000,0.6947,0.004562
624,0,0.0000,0.6942,0.004166
625,0,0.0000,0.6937,0.005978
626,0,0.0000,0.6933,0.003031
627,0,0.0000,0.6928,0.003486
628,0,0.0000,0.6923,0.025518
629,0,0.0000,0.6918,0.006585
630,0,0.0000,0.6913,0.004149
631,0,0.0000,0.6908,0.008085
632,0,0.0000,0.6903,0.043344
633,0,0.0000,0.6898,0.015257
634,0,0.0000,0.6893,0.012403
635,0,0.0000,0.6888,0.010886
636,0,0.0000,0.6884,0.033172
637,0,0.0000,0.6879,0.017100
638,0,0.0000,0.6874,0.004826
639,0,0.0000,0.6869,0.002673
640,0,0.0000,0.6864,0.011467
641,0,0.0000,0.6859,0.004220
642,0,0.0000,0.6854,0.007734
643,0,0.0000,0.6849,0.003509
644,0,0.0000,0.6844,0.004866
645,0,0.0000,0.6840,0.006889
646,0,0.0000,0.6835,0.010857
647,0,0.0000,0.6830,0.046453
648,0,0.0000,0.6825,0.007287
649,0,0.0000,0.6820,0.002714
650,0,0.0000,0.6815,0.033734
651,0,0.0000,0.6810,0.005448
652,0,0.0000,0.6805,0.029515
653,0,0.0000,0.6800,0.005449
654,0,0.0000,0.6795,0.012856
655,0,0.0000,0.6790,0.029374
656,0,0.0000,0.6786,0.011004
657,0,0.0000,0.6781,0.005276
658,0,0.0000,0.6776,0.013709
659,0,0.0000,0.6771,0.018859
660,0,0.0000,0.6766,0.016302
661,0,0.0000,0.6761,0.446892
662,0,0.0000,0.6756,0.005377
663,0,0.0000,0.6751,0.006021
664,0,0.0000,0.6746,0.007436
665,0,0.0000,0.6742,0.003758
666,0,0.0000,0.6737,0.567776
667,0,0.0000,0.6732,0.014055
668,0,0.0000,0.6727,0.006587
669,0,0.0000,0.6722,0.014796
670,0,0.0000,0.6717,0.014890
671,0,0.0000,0.6712,0.006626
672,0,0.0000,0.6707,0.041869
673,0,0.0000,0.6702,0.015184
674,0,0.0000,0.6697,0.010742
675,0,0.0000,0.6693,0.005941
676,0,0.0000,0.6688,0.015110
677,0,0.0000,0.6683,0.010043
678,0,0.0000,0.6678,0.013558
679,0,0.0000,0.6673,0.005229
680,0,0.0000,0.6668,0.005324
681,0,0.0000,0.6663,0.018242
682,0,0.0000,0.6658,0.030568
683,0,0.0000,0.6653,0.007699
684,0,0.0000,0.6648,0.011575
685,0,0.0000,0.6643,0.017279
686,0,0.0000,0.6639,0.015608
687,0,0.0000,0.6634,0.007496
688,0,0.0000,0.6629,0.493492
689,0,0.0000,0.6624,0.012462
690,0,0.0000,0.6619,0.020557
691,0,0.0000,0.6614,0.004620
692,0,0.0000,0.6609,0.020299
693,0,0.0000,0.6604,0.009771
694,0,0.0000,0.6599,0.018951
695,0,0.0000,0.6595,0.007934
696,0,0.0000,0.6590,0.007101
697,0,0.0000,0.6585,0.047664
698,0,0.0000,0.6580,0.005535
699,0,0.0000,0.6575,0.008046
700,0,0.0000,0.6570,0.025421
701,0,0.0000,0.6565,0.008764
702,0,0.0000,0.6560,0.008390
703,0,0.0000,0.6555,0.061755
704,0,0.0000,0.6550,0.008089
705,0,0.0000,0.6545,0.009808
706,0,0.0000,0.6541,0.008100
707,0,0.0000,0.6536,0.005304
708,0,0.0000,0.6531,0.006525
709,0,0.0000,0.6526,0.009535
710,0,0.0000,0.6521,0.026181
711,0,0.0000,0.6516,0.006447
712,0,0.0000,0.6511,0.005583
713,0,0.0000,0.6506,0.012568
714,0,0.0000,0.6501,0.005532
715,0,0.0000,0.6497,0.012615
716,0,0.0000,0.6492,0.008960
717,0,0.0000,0.6487,0.025617
718,0,0.0000,0.6482,0.015833
719,0,0.0000,0.6477,0.020135
720,0,0.0000,0.6472,0.022401
721,0,0.0000,0.6467,0.011850
722,0,0.0000,0.6462,0.009780
723,0,0.0000,0.6457,0.009102
724,0,0.0000,0.6452,0.003768
725,0,0.0000,0.6447,0.005136
726,0,0.0000,0.6443,0.009298
727,0,0.0000,0.6438,0.005753
728,0,0.0000,0.6433,0.005142
729,0,0.0000,0.6428,0.004488
730,0,0.0000,0.6423,0.009422
731,0,0.0000,0.6418,0.013618
732,0,0.0000,0.6413,0.030424
733,0,0.0000,0.6408,0.019036
734,0,0.0000,0.6403,0.010014
735,0,0.0000,0.6399,0.003979
