episode,score,mean_score,epsilon,loss
734,0,0.0000,0.6403,0.008716
735,0,0.0000,0.6399,0.007083
736,0,0.0000,0.6394,0.015529
737,0,0.0000,0.6389,0.006640
738,0,0.0000,0.6384,0.010156
739,0,0.0000,0.6379,0.070773
740,0,0.0000,0.6374,0.014174
741,0,0.0000,0.6369,0.014300
742,0,0.0000,0.6364,0.202532
743,0,0.0000,0.6359,0.023585
744,0,0.0000,0.6354,0.018552
745,0,0.0000,0.6350,0.008171
746,0,0.0000,0.6345,0.008669
747,0,0.0000,0.6340,0.051296
748,0,0.0000,0.6335,0.008162
749,0,0.0000,0.6330,0.009352
750,0,0.0000,0.6325,0.059010
751,0,0.0000,0.6320,0.016344
752,0,0.0000,0.6315,0.008180
753,0,0.0000,0.6310,0.006957
754,0,0.0000,0.6305,0.172166
755,0,0.0000,0.6300,0.007421
756,0,0.0000,0.6296,0.020326
757,0,0.0000,0.6291,0.007779
758,0,0.0000,0.6286,0.008180
759,0,0.0000,0.6281,0.006830
760,0,0.0000,0.6276,0.028998
761,0,0.0000,0.6271,0.019658
762,0,0.0000,0.6266,0.055302
763,0,0.0000,0.6261,0.008493
764,0,0.0000,0.6256,0.017825
765,0,0.0000,0.6251,0.013269
766,0,0.0000,0.6247,0.008974
767,0,0.0000,0.6242,0.010342
768,0,0.0000,0.6237,0.007622
769,0,0.0000,0.6232,0.005544
770,0,0.0000,0.6227,0.015704
771,0,0.0000,0.6222,0.007289
772,0,0.0000,0.6217,0.048950
773,0,0.0000,0.6212,0.008466
774,0,0.0000,0.6207,0.010652
775,0,0.0000,0.6202,0.012086
776,0,0.0000,0.6198,0.017870
777,0,0.0000,0.6193,0.008327
778,0,0.0000,0.6188,0.012508
779,0,0.0000,0.6183,0.161252
780,0,0.0000,0.6178,0.014241
781,0,0.0000,0.6173,0.041699
782,0,0.0000,0.6168,0.008717
783,0,0.0000,0.6163,0.132316
784,0,0.0000,0.6158,0.012681
785,0,0.0000,0.6154,0.021012
786,0,0.0000,0.6149,0.035079
787,0,0.0000,0.6144,0.017165
788,0,0.0000,0.6139,0.019565
789,0,0.0000,0.6134,0.145303
790,0,0.0000,0.6129,0.010734
791,0,0.0000,0.6124,0.007718
792,0,0.0000,0.6119,0.011634
793,0,0.0000,0.6114,0.011120
794,0,0.0000,0.6109,0.041849
795,0,0.0000,0.6104,0.010033
796,0,0.0000,0.6100,0.017209
797,0,0.0000,0.6095,0.016800
798,0,0.0000,0.6090,0.012471
799,0,0.0000,0.6085,0.017857
800,0,0.0000,0.6080,0.012756
801,0,0.0000,0.6075,0.009228
802,0,0.0000,0.6070,0.016277
803,0,0.0000,0.6065,0.014656
804,0,0.0000,0.6060,0.010908
805,0,0.0000,0.6056,0.011155
806,0,0.0000,0.6051,0.030942
807,0,0.0000,0.6046,0.010319
808,0,0.0000,0.6041,0.006812
809,0,0.0000,0.6036,0.063941
810,0,0.0000,0.6031,0.045464
811,0,0.0000,0.6026,0.078835
812,0,0.0000,0.6021,0.036441
813,0,0.0000,0.6016,0.008942
814,0,0.0000,0.6011,0.059687
815,0,0.0000,0.6007,0.018331
816,0,0.0000,0.6002,0.061708
817,0,0.0000,0.5997,0.019979
818,0,0.0000,0.5992,0.328770
819,0,0.0000,0.5987,0.019760
820,0,0.0000,0.5982,0.047253
821,0,0.0000,0.5977,0.010286
822,0,0.0000,0.5972,0.006588
823,0,0.0000,0.5967,0.007977
824,0,0.0000,0.5962,0.017297
825,0,0.0000,0.5958,0.009472
826,0,0.0000,0.5953,0.030707
827,0,0.0000,0.5948,0.028492
828,0,0.0000,0.5943,0.023744
829,0,0.0000,0.5938,0.101511
830,0,0.0000,0.5933,0.012990
831,0,0.0000,0.5928,0.012422
832,0,0.0000,0.5923,0.023475
833,0,0.0000,0.5918,0.013793
834,0,0.0000,0.5913,0.019299
835,0,0.0000,0.5909,0.019547
836,0,0.0000,0.5904,0.054088
837,0,0.0000,0.5899,0.094923
838,0,0.0000,0.5894,0.015014
839,0,0.0000,0.5889,0.031739
840,0,0.0000,0.5884,0.015790
841,0,0.0000,0.5879,0.055653
842,0,0.0000,0.5874,0.026691
843,0,0.0000,0.5869,0.013510
844,0,0.0000,0.5864,0.022885
845,0,0.0000,0.5859,0.018580
846,0,0.0000,0.5855,0.024324
847,0,0.0000,0.5850,0.061361
848,0,0.0000,0.5845,0.009101
849,0,0.0000,0.5840,0.031264
850,0,0.0000,0.5835,0.013449
851,0,0.0000,0.5830,0.010632
852,0,0.0000,0.5825,0.009683
853,0,0.0000,0.5820,0.016349
854,0,0.0000,0.5815,0.014172
855,0,0.0000,0.5811,0.049861
856,0,0.0000,0.5806,0.013464
857,0,0.0000,0.5801,0.029892
858,0,0.0000,0.5796,0.064071
859,0,0.0000,0.5791,0.133182
860,0,0.0000,0.5786,0.025144
861,0,0.0000,0.5781,0.011636
862,0,0.0000,0.5776,0.017006
863,0,0.0000,0.5771,0.012405
864,0,0.0000,0.5766,0.017366
865,0,0.0000,0.5761,0.024013
866,0,0.0000,0.5757,0.088260
867,0,0.0000,0.5752,0.083347
868,0,0.0000,0.5747,0.014479
869,0,0.0000,0.5742,0.022132
870,0,0.0000,0.5737,0.013738
871,0,0.0000,0.5732,0.023050
872,0,0.0000,0.5727,0.018199
873,0,0.0000,0.5722,0.027259
874,0,0.0000,0.5717,0.024120
875,0,0.0000,0.5713,0.019759
876,0,0.0000,0.5708,0.122176
877,0,0.0000,0.5703,0.041594
878,0,0.0000,0.5698,0.015776
879,0,0.0000,0.5693,0.031177
880,0,0.0000,0.5688,0.012944
881,0,0.0000,0.5683,0.026817
882,0,0.0000,0.5678,0.034386
883,0,0.0000,0.5673,0.010305
884,0,0.0000,0.5668,0.013861
885,0,0.0000,0.5664,0.059124
886,0,0.0000,0.5659,0.028675
887,0,0.0000,0.5654,0.011143
888,0,0.0000,0.5649,0.044851
889,0,0.0000,0.5644,0.013480
890,0,0.0000,0.5639,0.017654
891,0,0.0000,0.5634,0.009030
892,0,0.0000,0.5629,0.012325
893,0,0.0000,0.5624,0.036562
894,0,0.0000,0.5619,0.047108
895,0,0.0000,0.5615,0.059015
896,0,0.0000,0.5610,0.047461
897,0,0.0000,0.5605,0.028047
898,0,0.0000,0.5600,0.011827
899,0,0.0000,0.5595,0.008429
900,0,0.0000,0.5590,0.033081
901,0,0.0000,0.5585,0.014272
902,0,0.0000,0.5580,0.021116
903,0,0.0000,0.5575,0.021220
904,0,0.0000,0.5570,0.014512
905,0,0.0000,0.5565,0.149016
906,0,0.0000,0.5561,0.041190
907,0,0.0000,0.5556,0.032699
908,0,0.0000,0.5551,0.017099
909,0,0.0000,0.5546,0.042109
910,0,0.0000,0.5541,0.031107
911,0,0.0000,0.5536,0.016438
912,0,0.0000,0.5531,0.027349
913,0,0.0000,0.5526,0.029341
914,0,0.0000,0.5521,0.191334
915,0,0.0000,0.5516,0.027551
916,0,0.0000,0.5512,0.010813
917,0,0.0000,0.5507,0.043757
918,0,0.0000,0.5502,0.066166
919,0,0.0000,0.5497,0.013013
920,0,0.0000,0.5492,0.019383
921,0,0.0000,0.5487,0.008653
922,0,0.0000,0.5482,0.026541
923,0,0.0000,0.5477,0.147387
924,0,0.0000,0.5472,0.023519
925,0,0.0000,0.5468,0.011534
926,0,0.0000,0.5463,0.012509
927,0,0.0000,0.5458,0.018334
928,0,0.0000,0.5453,0.019186
929,0,0.0000,0.5448,0.012661
930,0,0.0000,0.5443,0.018355
931,0,0.0000,0.5438,0.008488
932,0,0.0000,0.5433,0.011007
933,0,0.0000,0.5428,0.069102
934,0,0.0000,0.5423,0.037357
935,0,0.0000,0.5418,0.013362
936,0,0.0000,0.5414,0.015557
937,0,0.0000,0.5409,0.023246
938,0,0.0000,0.5404,0.015623
939,0,0.0000,0.5399,0.070274
940,0,0.0000,0.5394,0.021820
941,0,0.0000,0.5389,0.023879
942,0,0.0000,0.5384,0.137706
943,0,0.0000,0.5379,0.028389
944,0,0.0000,0.5374,0.094258
945,0,0.0000,0.5370,0.017696
946,0,0.0000,0.5365,0.010832
947,0,0.0000,0.5360,0.034650
948,0,0.0000,0.5355,0.019427
949,0,0.0000,0.5350,0.016983
950,0,0.0000,0.5345,0.017877
951,0,0.0000,0.5340,0.106933
952,0,0.0000,0.5335,0.038504
953,0,0.0000,0.5330,0.038045
954,0,0.0000,0.5325,0.146379
955,0,0.0000,0.5321,0.017599
956,0,0.0000,0.5316,0.028595
957,0,0.0000,0.5311,0.031694
958,0,0.0000,0.5306,0.026730
959,0,0.0000,0.5301,0.047362
960,0,0.0000,0.5296,0.024326
961,0,0.0000,0.5291,0.026667
962,0,0.0000,0.5286,0.026068
963,0,0.0000,0.5281,0.039645
964,0,0.0000,0.5276,0.032499
965,0,0.0000,0.5272,0.027270
966,0,0.0000,0.5267,0.030153
967,0,0.0000,0.5262,0.099889
968,0,0.0000,0.5257,0.027378
969,0,0.0000,0.5252,0.019861
970,0,0.0000,0.5247,0.140279
971,0,0.0000,0.5242,0.023644
972,0,0.0000,0.5237,0.031083
973,0,0.0000,0.5232,0.014899
974,0,0.0000,0.5227,0.019815
975,0,0.0000,0.5222,0.062805
976,0,0.0000,0.5218,0.280159
977,0,0.0000,0.5213,0.015058
978,0,0.0000,0.5208,0.026083
979,0,0.0000,0.5203,0.146179
980,0,0.0000,0.5198,0.036023
981,0,0.0000,0.5193,0.027671
982,0,0.0000,0.5188,0.024818
983,0,0.0000,0.5183,0.045255
984,0,0.0000,0.5178,0.025716
985,0,0.0000,0.5173,0.050238
986,0,0.0000,0.5169,0.027032
987,0,0.0000,0.5164,0.016634
988,0,0.0000,0.5159,0.033177
989,0,0.0000,0.5154,0.223975
990,0,0.0000,0.5149,0.039582
991,0,0.0000,0.5144,0.029116
992,0,0.0000,0.5139,0.022814
993,0,0.0000,0.5134,0.038760
994,0,0.0000,0.5129,0.034740
995,0,0.0000,0.5125,0.064602
996,0,0.0000,0.5120,0.019328
997,0,0.0000,0.5115,0.032153
998,0,0.0000,0.5110,0.017505
999,0,0.0000,0.5105,0.285409
1000,0,0.0000,0.5100,0.016450
1001,0,0.0000,0.5095,0.089038
1002,0,0.0000,0.5090,0.068884
1003,0,0.0000,0.5085,0.029190
1004,0,0.0000,0.5080,0.026353
1005,0,0.0000,0.5076,0.038934
1006,0,0.0000,0.5071,1.865545
1007,0,0.0000,0.5066,0.031616
1008,0,0.0000,0.5061,0.020733
1009,0,0.0000,0.5056,0.103063
1010,0,0.0000,0.5051,0.024261
1011,0,0.0000,0.5046,0.019738
1012,0,0.0000,0.5041,0.021303
1013,0,0.0000,0.5036,0.099727
1014,0,0.0000,0.5031,0.031619
1015,0,0.0000,0.5027,0.116761
1016,0,0.0000,0.5022,0.034291
1017,0,0.0000,0.5017,0.031208
1018,0,0.0000,0.5012,0.194714
1019,0,0.0000,0.5007,0.061861
1020,0,0.0000,0.5002,0.030378
1021,0,0.0000,0.4997,0.026378
1022,0,0.0000,0.4992,0.021440
1023,0,0.0000,0.4987,0.035003
1024,0,0.0000,0.4982,0.206083
1025,0,0.0000,0.4978,0.037576
1026,0,0.0000,0.4973,0.023822
1027,0,0.0000,0.4968,0.085941
1028,0,0.0000,0.4963,0.040363
1029,0,0.0000,0.4958,0.021216
1030,0,0.0000,0.4953,0.057198
1031,0,0.0000,0.4948,0.026390
1032,0,0.0000,0.4943,0.084660
1033,0,0.0000,0.4938,0.074472
1034,0,0.0000,0.4933,0.219510
1035,0,0.0000,0.4929,0.018412
1036,0,0.0000,0.4924,0.034470
1037,0,0.0000,0.4919,0.031086
1038,0,0.0000,0.4914,0.034780
1039,0,0.0000,0.4909,0.024127
1040,0,0.0000,0.4904,0.364954
1041,0,0.0000,0.4899,0.345782
1042,0,0.0000,0.4894,0.024957
1043,0,0.0000,0.4889,0.045516
1044,0,0.0000,0.4884,0.084982
1045,0,0.0000,0.4879,0.075026
1046,0,0.0000,0.4875,0.147750
1047,0,0.0000,0.4870,0.022331
1048,0,0.0000,0.4865,0.036727
1049,0,0.0000,0.4860,0.027701
1050,0,0.0000,0.4855,0.039253
1051,0,0.0000,0.4850,0.040528
1052,0,0.0000,0.4845,0.045459
1053,0,0.0000,0.4840,0.018457
1054,0,0.0000,0.4835,0.053283
1055,0,0.0000,0.4831,0.090376
1056,0,0.0000,0.4826,0.073229
1057,0,0.0000,0.4821,0.118954
1058,0,0.0000,0.4816,0.016833
1059,0,0.0000,0.4811,0.050687
1060,0,0.0000,0.4806,0.055045
1061,0,0.0000,0.4801,0.025453
1062,0,0.0000,0.4796,0.036275
1063,0,0.0000,0.4791,0.024838
1064,0,0.0000,0.4786,0.089769
1065,0,0.0000,0.4782,0.119606
1066,0,0.0000,0.4777,0.044932
1067,0,0.0000,0.4772,0.075613
1068,0,0.0000,0.4767,0.027181
1069,0,0.0000,0.4762,0.016056
1070,0,0.0000,0.4757,0.041857
1071,0,0.0000,0.4752,0.076998
1072,0,0.0000,0.4747,0.020957
1073,0,0.0000,0.4742,0.182263
1074,0,0.0000,0.4737,0.017905
1075,0,0.0000,0.4733,0.079778
1076,0,0.0000,0.4728,0.119795
1077,0,0.0000,0.4723,0.044110
1078,0,0.0000,0.4718,0.020904
1079,0,0.0000,0.4713,0.066278
1080,0,0.0000,0.4708,0.046381
1081,0,0.0000,0.4703,0.028396
1082,0,0.0000,0.4698,0.058411
1083,0,0.0000,0.4693,0.252364
1084,0,0.0000,0.4688,0.041425
1085,0,0.0000,0.4684,0.037632
1086,0,0.0000,0.4679,0.046208
1087,0,0.0000,0.4674,0.104732
1088,0,0.0000,0.4669,0.222591
1089,0,0.0000,0.4664,0.076760
1090,0,0.0000,0.4659,0.125542
1091,0,0.0000,0.4654,0.096219
1092,0,0.0000,0.4649,0.032432
1093,0,0.0000,0.4644,0.025433
1094,0,0.0000,0.4639,0.030926
1095,0,0.0000,0.4635,0.051701
1096,0,0.0000,0.4630,0.027480
1097,0,0.0000,0.4625,0.100487
1098,0,0.0000,0.4620,0.053609
1099,0,0.0000,0.4615,0.053589
1100,0,0.0000,0.4610,0.074286
1101,0,0.0000,0.4605,0.029150
1102,0,0.0000,0.4600,0.088409
1103,0,0.0000,0.4595,0.073442
1104,0,0.0000,0.4590,0.044238
1105,0,0.0000,0.4586,0.057164
1106,0,0.0000,0.4581,0.056561
1107,0,0.0000,0.4576,0.063320
1108,0,0.0000,0.4571,0.071249
1109,0,0.0000,0.4566,0.046867
1110,0,0.0000,0.4561,0.052043
1111,0,0.0000,0.4556,0.077185
1112,0,0.0000,0.4551,0.055406
1113,0,0.0000,0.4546,0.024232
1114,0,0.0000,0.4541,0.038198
1115,0,0.0000,0.4536,0.105928
1116,0,0.0000,0.4532,0.027819
1117,0,0.0000,0.4527,0.035266
1118,0,0.0000,0.4522,0.070132
1119,0,0.0000,0.4517,0.073127
1120,0,0.0000,0.4512,0.143516
1121,0,0.0000,0.4507,0.077736
1122,0,0.0000,0.4502,0.068631
1123,0,0.0000,0.4497,0.030589
1124,0,0.0000,0.4492,0.026725
1125,0,0.0000,0.4487,0.047316
1126,0,0.0000,0.4483,0.052247
1127,0,0.0000,0.4478,0.104777
1128,0,0.0000,0.4473,0.027568
1129,0,0.0000,0.4468,0.150318
1130,0,0.0000,0.4463,0.032460
1131,0,0.0000,0.4458,0.049636
1132,0,0.0000,0.4453,0.116181
1133,0,0.0000,0.4448,0.036624
1134,0,0.0000,0.4443,0.084377
1135,0,0.0000,0.4438,0.071635
1136,0,0.0000,0.4434,0.143449
1137,0,0.0000,0.4429,0.061820
1138,0,0.0000,0.4424,0.050904
1139,0,0.0000,0.4419,0.073257
1140,0,0.0000,0.4414,0.045916
1141,0,0.0000,0.4409,0.047510
1142,0,0.0000,0.4404,0.084976
1143,0,0.0000,0.4399,0.038605
1144,0,0.0000,0.4394,0.125297
1145,0,0.0000,0.4389,0.025724
1146,0,0.0000,0.4385,0.064580
1147,0,0.0000,0.4380,0.077921
1148,0,0.0000,0.4375,0.064080
1149,0,0.0000,0.4370,0.233041
1150,0,0.0000,0.4365,0.061356
1151,0,0.0000,0.4360,0.129033
1152,0,0.0000,0.4355,0.074048
1153,0,0.0000,0.4350,0.030227
1154,0,0.0000,0.4345,0.067556
1155,0,0.0000,0.4341,0.054885
1156,0,0.0000,0.4336,0.079279
1157,0,0.0000,0.4331,0.098232
1158,0,0.0000,0.4326,0.069269
1159,0,0.0000,0.4321,0.028816
1160,0,0.0000,0.4316,1.190374
1161,0,0.0000,0.4311,0.058899
1162,0,0.0000,0.4306,0.052885
1163,0,0.0000,0.4301,0.047863
1164,0,0.0000,0.4296,0.053708
1165,0,0.0000,0.4292,0.051735
1166,0,0.0000,0.4287,0.110146
1167,0,0.0000,0.4282,0.085843
1168,0,0.0000,0.4277,0.129852
1169,0,0.0000,0.4272,0.033094
1170,0,0.0000,0.4267,0.096026
1171,0,0.0000,0.4262,0.031333
1172,0,0.0000,0.4257,0.038786
1173,0,0.0000,0.4252,0.083225
1174,0,0.0000,0.4247,0.035197
1175,0,0.0000,0.4243,0.094641
1176,0,0.0000,0.4238,0.028509
1177,0,0.0000,0.4233,0.076780
1178,0,0.0000,0.4228,0.189136
1179,0,0.0000,0.4223,0.045366
1180,0,0.0000,0.4218,0.069341
1181,0,0.0000,0.4213,0.027177
1182,0,0.0000,0.4208,0.083280
1183,0,0.0000,0.4203,0.042201
1184,0,0.0000,0.4198,0.144491
1185,0,0.0000,0.4194,0.039883
1186,0,0.0000,0.4189,0.036654
1187,0,0.0000,0.4184,0.140392
1188,0,0.0000,0.4179,0.079729
1189,0,0.0000,0.4174,0.048153
1190,0,0.0000,0.4169,0.096206
1191,0,0.0000,0.4164,0.071983
1192,0,0.0000,0.4159,0.071125
1193,0,0.0000,0.4154,0.097134
1194,0,0.0000,0.4149,0.039761
1195,0,0.0000,0.4144,0.074928
1196,0,0.0000,0.4140,0.054599
1197,0,0.0000,0.4135,0.029195
1198,0,0.0000,0.4130,0.119338
1199,0,0.0000,0.4125,0.169487
1200,0,0.0000,0.4120,0.113022
1201,0,0.0000,0.4115,0.161199
1202,0,0.0000,0.4110,0.602945
1203,0,0.0000,0.4105,0.071192
1204,0,0.0000,0.4100,0.080609
1205,0,0.0000,0.4095,0.078532
1206,0,0.0000,0.4091,0.027539
1207,0,0.0000,0.4086,0.044398
1208,0,0.0000,0.4081,0.030554
1209,0,0.0000,0.4076,0.078663
1210,0,0.0000,0.4071,0.103542
1211,0,0.0000,0.4066,0.403052
1212,0,0.0000,0.4061,0.082082
1213,0,0.0000,0.4056,0.092410
1214,0,0.0000,0.4051,0.069311
1215,0,0.0000,0.4046,0.054497
1216,0,0.0000,0.4042,1.494425
1217,0,0.0000,0.4037,0.049971
1218,0,0.0000,0.4032,0.109214
1219,0,0.0000,0.4027,0.144704
1220,0,0.0000,0.4022,0.124545
1221,0,0.0000,0.4017,0.041885
1222,0,0.0000,0.4012,0.184765
1223,0,0.0000,0.4007,0.059294
1224,0,0.0000,0.4002,0.063136
1225,0,0.0000,0.3997,0.172935
1226,0,0.0000,0.3993,3.742518
1227,0,0.0000,0.3988,0.100349
1228,0,0.0000,0.3983,0.129805
1229,0,0.0000,0.3978,0.093723
1230,0,0.0000,0.3973,0.075062
1231,0,0.0000,0.3968,0.053885
1232,0,0.0000,0.3963,0.088514
1233,0,0.0000,0.3958,0.078011
1234,0,0.0000,0.3953,0.087043
1235,0,0.0000,0.3948,0.138434
1236,0,0.0000,0.3944,0.143931
1237,0,0.0000,0.3939,0.049720
1238,0,0.0000,0.3934,0.058042
1239,0,0.0000,0.3929,0.226796
1240,0,0.0000,0.3924,0.050063
1241,0,0.0000,0.3919,4.073067
1242,0,0.0000,0.3914,0.162846
1243,0,0.0000,0.3909,0.024742
1244,0,0.0000,0.3904,0.045971
1245,0,0.0000,0.3899,0.050252
1246,0,0.0000,0.3895,0.097375
1247,0,0.0000,0.3890,0.035679
1248,0,0.0000,0.3885,0.096178
1249,0,0.0000,0.3880,0.096216
1250,0,0.0000,0.3875,0.052285
1251,0,0.0000,0.3870,0.727402
1252,0,0.0000,0.3865,0.078266
1253,0,0.0000,0.3860,0.102887
1254,0,0.0000,0.3855,0.087724
1255,0,0.0000,0.3851,3.498343
1256,0,0.0000,0.3846,0.159093
1257,0,0.0000,0.3841,0.063567
1258,0,0.0000,0.3836,0.045841
1259,0,0.0000,0.3831,0.044973
1260,0,0.0000,0.3826,0.067742
1261,0,0.0000,0.3821,0.102938
1262,0,0.0000,0.3816,0.076158
1263,0,0.0000,0.3811,0.285921
1264,0,0.0000,0.3806,0.153816
1265,0,0.0000,0.3802,0.119485
1266,0,0.0000,0.3797,0.086333
1267,0,0.0000,0.3792,0.117328
1268,0,0.0000,0.3787,0.078583
1269,0,0.0000,0.3782,0.129308
1270,0,0.0000,0.3777,1.484302
1271,0,0.0000,0.3772,0.075307
1272,0,0.0000,0.3767,0.059245
1273,0,0.0000,0.3762,0.079917
1274,0,0.0000,0.3757,0.070193
1275,0,0.0000,0.3753,0.052795
1276,0,0.0000,0.3748,0.058049
1277,0,0.0000,0.3743,0.185250
1278,0,0.0000,0.3738,0.153640
1279,0,0.0000,0.3733,1.557133
1280,0,0.0000,0.3728,0.116545
1281,0,0.0000,0.3723,0.053341
1282,0,0.0000,0.3718,0.046011
1283,0,0.0000,0.3713,0.074190
1284,0,0.0000,0.3708,0.070316
1285,0,0.0000,0.3704,0.284876
1286,0,0.0000,0.3699,0.214855
1287,0,0.0000,0.3694,0.135580
1288,0,0.0000,0.3689,0.050111
1289,0,0.0000,0.3684,0.120156
1290,0,0.0000,0.3679,0.129532
1291,0,0.0000,0.3674,8.555951
1292,0,0.0000,0.3669,0.119829
1293,0,0.0000,0.3664,0.046719
1294,0,0.0000,0.3659,8.155186
1295,0,0.0000,0.3655,0.098541
1296,0,0.0000,0.3650,0.341131
1297,0,0.0000,0.3645,0.088289
1298,0,0.0000,0.3640,0.060431
1299,0,0.0000,0.3635,0.047028
1300,0,0.0000,0.3630,0.064206
1301,0,0.0000,0.3625,0.126288
1302,0,0.0000,0.3620,0.134384
1303,0,0.0000,0.3615,0.239393
1304,0,0.0000,0.3610,0.146974
1305,0,0.0000,0.3606,0.066553
1306,0,0.0000,0.3601,0.056713
1307,0,0.0000,0.3596,0.143110
1308,0,0.0000,0.3591,0.209028
1309,0,0.0000,0.3586,0.062958
1310,0,0.0000,0.3581,0.086869
1311,0,0.0000,0.3576,0.207665
1312,0,0.0000,0.3571,0.076132
1313,0,0.0000,0.3566,0.040497
1314,0,0.0000,0.3561,0.052119
1315,0,0.0000,0.3557,0.222993
1316,0,0.0000,0.3552,0.143762
1317,0,0.0000,0.3547,0.591096
1318,0,0.0000,0.3542,1.362929
1319,0,0.0000,0.3537,0.098843
1320,0,0.0000,0.3532,0.150566
1321,0,0.0000,0.3527,0.092944
1322,0,0.0000,0.3522,7.661437
1323,0,0.0000,0.3517,0.153694
1324,0,0.0000,0.3512,0.080905
1325,0,0.0000,0.3508,2.026750
1326,0,0.0000,0.3503,0.100909
1327,0,0.0000,0.3498,0.090461
1328,0,0.0000,0.3493,0.085435
1329,0,0.0000,0.3488,0.200170
1330,0,0.0000,0.3483,0.078742
1331,0,0.0000,0.3478,0.128301
1332,0,0.0000,0.3473,0.227956
1333,0,0.0000,0.3468,0.156800
1334,0,0.0000,0.3463,0.140047
1335,0,0.0000,0.3458,0.084450
1336,0,0.0000,0.3454,0.073715
1337,0,0.0000,0.3449,0.080308
1338,0,0.0000,0.3444,0.069439
1339,0,0.0000,0.3439,0.106703
1340,0,0.0000,0.3434,0.087228
1341,0,0.0000,0.3429,0.562568
1342,0,0.0000,0.3424,0.085337
1343,0,0.0000,0.3419,0.208241
1344,0,0.0000,0.3414,0.115968
1345,0,0.0000,0.3409,0.166172
1346,0,0.0000,0.3405,0.080749
1347,0,0.0000,0.3400,0.069345
1348,0,0.0000,0.3395,2.449114
1349,0,0.0000,0.3390,0.115540
1350,0,0.0000,0.3385,0.088638
1351,0,0.0000,0.3380,0.283276
1352,0,0.0000,0.3375,0.081733
1353,0,0.0000,0.3370,0.125884
1354,0,0.0000,0.3365,0.150398
1355,0,0.0000,0.3361,0.241430
1356,0,0.0000,0.3356,0.119909
1357,0,0.0000,0.3351,0.078186
1358,0,0.0000,0.3346,0.075516
1359,0,0.0000,0.3341,0.127198
1360,0,0.0000,0.3336,0.083706
1361,0,0.0000,0.3331,0.100226
1362,0,0.0000,0.3326,0.192061
1363,0,0.0000,0.3321,0.074002
1364,0,0.0000,0.3316,0.084137
1365,0,0.0000,0.3312,0.075988
1366,0,0.0000,0.3307,0.323354
1367,0,0.0000,0.3302,0.081866
1368,0,0.0000,0.3297,0.064443
1369,0,0.0000,0.3292,0.077499
1370,0,0.0000,0.3287,0.104092
1371,0,0.0000,0.3282,0.099730
1372,0,0.0000,0.3277,0.119756
1373,0,0.0000,0.3272,0.148493
1374,0,0.0000,0.3267,0.078871
1375,0,0.0000,0.3263,0.121087
1376,0,0.0000,0.3258,0.045303
1377,0,0.0000,0.3253,0.138441
1378,0,0.0000,0.3248,0.154419
1379,0,0.0000,0.3243,0.046950
1380,0,0.0000,0.3238,0.082783
1381,0,0.0000,0.3233,0.068150
1382,0,0.0000,0.3228,0.090791
1383,0,0.0000,0.3223,0.294258
1384,0,0.0000,0.3218,0.183803
1385,0,0.0000,0.3214,0.078987
1386,0,0.0000,0.3209,0.101269
1387,0,0.0000,0.3204,0.069873
1388,0,0.0000,0.3199,0.152602
1389,0,0.0000,0.3194,0.063027
1390,0,0.0000,0.3189,0.086163
1391,0,0.0000,0.3184,0.045556
1392,0,0.0000,0.3179,0.196326
1393,0,0.0000,0.3174,0.085298
1394,0,0.0000,0.3169,0.188514
1395,0,0.0000,0.3165,2.054901
1396,0,0.0000,0.3160,0.167302
1397,0,0.0000,0.3155,0.085948
1398,0,0.0000,0.3150,0.121827
1399,0,0.0000,0.3145,0.371281
1400,0,0.0000,0.3140,0.078071
1401,0,0.0000,0.3135,1.907579
1402,0,0.0000,0.3130,0.107295
1403,0,0.0000,0.3125,0.100136
1404,0,0.0000,0.3120,0.073751
1405,0,0.0000,0.3115,0.201462
1406,0,0.0000,0.3111,0.139932
1407,0,0.0000,0.3106,0.101721
1408,0,0.0000,0.3101,0.108866
1409,0,0.0000,0.3096,0.111353
1410,0,0.0000,0.3091,0.075237
1411,0,0.0000,0.3086,0.109699
1412,0,0.0000,0.3081,0.196804
1413,0,0.0000,0.3076,0.151817
1414,0,0.0000,0.3071,0.133513
1415,0,0.0000,0.3066,0.149276
1416,0,0.0000,0.3062,0.050241
1417,0,0.0000,0.3057,0.547042
1418,0,0.0000,0.3052,0.188647
1419,0,0.0000,0.3047,0.128094
1420,0,0.0000,0.3042,0.088667
1421,0,0.0000,0.3037,0.228688
1422,0,0.0000,0.3032,0.104081
1423,0,0.0000,0.3027,0.756906
1424,0,0.0000,0.3022,0.167478
1425,0,0.0000,0.3017,0.400796
1426,0,0.0000,0.3013,0.087813
1427,0,0.0000,0.3008,0.083671
1428,0,0.0000,0.3003,0.062422
1429,0,0.0000,0.2998,0.139643
1430,0,0.0000,0.2993,0.095620
1431,0,0.0000,0.2988,0.199046
1432,0,0.0000,0.2983,0.082964
1433,0,0.0000,0.2978,0.213426
1434,0,0.0000,0.2973,0.062186
1435,0,0.0000,0.2968,0.112274
1436,0,0.0000,0.2964,0.564864
1437,0,0.0000,0.2959,0.136246
1438,0,0.0000,0.2954,0.130335
1439,0,0.0000,0.2949,0.129891
1440,0,0.0000,0.2944,0.131023
1441,0,0.0000,0.2939,0.100578
1442,0,0.0000,0.2934,0.376268
1443,0,0.0000,0.2929,1.005956
1444,0,0.0000,0.2924,0.144855
1445,0,0.0000,0.2919,0.108786
